aDPS,rDPS,nDPS,Class
7940.20635,7401.989375,7401.989375,GNB
7602.984729,7400.617265,7400.617265,PLD
7880.152902,7398.390928,7398.390928,GNB
8303.666909,7393.877533,7393.877533,GNB
7953.804944,7392.734288,7392.734288,GNB
7996.562936,7392.590934,7392.590934,GNB
8042.415008,7391.422008,7391.422008,GNB
7966.730416,7390.92286,7390.92286,GNB
7690.125981,7389.545325,7389.545325,PLD
7722.333282,7389.467774,7389.467774,GNB
7608.444264,7386.18424,7386.18424,GNB
7476.818845,7384.860694,7384.860694,PLD
7684.835016,7384.103086,7384.103086,GNB
7905.232209,7379.475717,7379.475717,GNB
7852.329505,7379.240164,7379.240164,GNB
7733.414705,7378.969931,7378.969931,GNB
7627.357302,7378.663331,7378.663331,PLD
7975.577882,7374.512688,7374.512688,GNB
8029.55165,7370.201208,7370.201208,GNB
7829.587751,7369.0861,7369.0861,GNB
7678.510374,7368.90319,7368.90319,GNB
7627.960138,7368.859842,7368.859842,PLD
7796.338188,7368.382073,7368.382073,GNB
8153.326992,7368.14147,7368.14147,GNB
7941.862839,7366.011756,7366.011756,DRK
7608.059231,7365.119416,7365.119416,GNB
7600.891102,7361.474307,7361.474307,GNB
7922.453118,7361.317074,7361.317074,DRK
7919.254954,7360.943647,7360.943647,GNB
7798.084657,7360.447728,7360.447728,PLD
8013.618439,7358.35711,7358.35711,GNB
7648.146015,7357.447001,7357.447001,GNB
7934.952273,7356.906844,7356.906844,GNB
7792.11657,7353.836864,7353.836864,GNB
7952.521432,7353.553008,7353.553008,GNB
7820.753732,7351.831695,7351.831695,GNB
7886.990545,7346.814963,7346.814963,DRK
7788.682741,7345.121023,7345.121023,PLD
7649.500375,7345.028906,7345.028906,GNB
7578.807338,7344.710788,7344.710788,GNB
7615.062923,7343.998982,7343.998982,GNB
7764.329502,7343.696782,7343.696782,PLD
7951.044823,7341.939328,7341.939328,DRK
8173.399853,7340.108414,7340.108414,DRK
8299.713883,7340.030928,7340.030928,DRK
8076.43685,7339.634577,7339.634577,DRK
8013.857386,7337.662545,7337.662545,DRK
7925.985852,7334.4948,7334.4948,GNB
7689.103034,7333.433794,7333.433794,DRK
7858.045756,7332.626807,7332.626807,GNB
7703.595769,7327.577982,7327.577982,GNB
7922.198583,7327.26058,7327.26058,GNB
7913.840334,7326.376238,7326.376238,GNB
7659.908227,7325.708428,7325.708428,GNB
7765.942225,7324.79449,7324.79449,GNB
7781.447145,7322.450974,7322.450974,GNB
7786.188901,7321.238507,7321.238507,GNB
8039.479647,7319.294576,7319.294576,DRK
7924.369472,7317.558084,7317.558084,GNB
7920.133886,7317.447713,7317.447713,GNB
7781.089165,7316.794938,7316.794938,WAR
7688.43989,7316.259021,7316.259021,PLD
7486.238895,7315.948065,7315.948065,GNB
7799.521738,7314.653654,7314.653654,DRK
7711.746358,7313.202215,7313.202215,GNB
8101.220839,7310.937528,7310.937528,DRK
7647.03478,7310.425118,7310.425118,GNB
7813.545279,7309.060546,7309.060546,DRK
7814.550803,7308.854891,7308.854891,GNB
7898.541837,7308.740792,7308.740792,DRK
7751.630452,7307.166275,7307.166275,PLD
7637.814532,7306.641968,7306.641968,GNB
7984.217186,7306.4192,7306.4192,GNB
7890.749048,7305.866118,7305.866118,GNB
8087.339435,7304.923511,7304.923511,DRK
7856.73753,7303.480843,7303.480843,GNB
7651.851266,7302.809118,7302.809118,GNB
8291.915058,7302.017405,7302.017405,DRK
7733.527896,7301.932164,7301.932164,GNB
7837.890107,7301.250955,7301.250955,GNB
7690.247603,7301.133518,7301.133518,DRK
7761.669955,7300.912911,7300.912911,GNB
7780.134703,7299.432205,7299.432205,GNB
7612.709366,7298.876735,7298.876735,GNB
7708.67352,7298.807455,7298.807455,GNB
8139.446391,7298.218094,7298.218094,DRK
7918.582253,7298.168579,7298.168579,GNB
7607.58916,7298.161041,7298.161041,PLD
7723.437238,7296.119218,7296.119218,PLD
8097.240769,7294.628116,7294.628116,DRK
7462.008067,7294.465639,7294.465639,GNB
7564.676732,7294.361351,7294.361351,PLD
7725.067661,7293.594982,7293.594982,GNB
7746.813815,7293.163898,7293.163898,GNB
8022.789585,7292.949086,7292.949086,GNB
7951.112601,7292.22576,7292.22576,DRK
7701.630749,7291.896714,7291.896714,GNB
7756.100834,7291.818826,7291.818826,DRK
7623.143645,7291.170501,7291.170501,PLD
7845.818624,7289.220207,7289.220207,GNB
7761.50435,7288.760597,7288.760597,PLD
7657.431396,7287.485675,7287.485675,PLD
7765.856598,7287.025682,7287.025682,DRK
7781.944407,7286.729621,7286.729621,GNB
7972.106798,7286.428868,7286.428868,GNB
7882.995524,7286.269198,7286.269198,GNB
7548.12893,7285.705751,7285.705751,GNB
7615.676461,7284.336949,7284.336949,GNB
7984.93667,7284.296415,7284.296415,DRK
7528.025374,7282.659122,7282.659122,GNB
7893.052715,7282.573176,7282.573176,GNB
7653.1814,7282.301171,7282.301171,DRK
7675.389107,7281.535392,7281.535392,GNB
7836.49678,7281.179258,7281.179258,GNB
7590.702444,7280.855386,7280.855386,GNB
7554.991787,7280.83709,7280.83709,GNB
7791.159598,7279.24968,7279.24968,GNB
7934.592241,7278.024769,7278.024769,GNB
7827.257411,7277.360693,7277.360693,DRK
7580.54272,7276.690161,7276.690161,GNB
7822.103335,7276.641575,7276.641575,GNB
7599.367421,7275.97198,7275.97198,PLD
7948.683286,7275.885136,7275.885136,DRK
7688.211829,7272.850576,7272.850576,DRK
7796.674014,7272.608794,7272.608794,DRK
7793.126831,7272.360376,7272.360376,DRK
7542.569237,7272.245591,7272.245591,PLD
7892.04159,7268.763117,7268.763117,DRK
7600.038564,7266.926245,7266.926245,PLD
7837.886533,7265.335628,7265.335628,DRK
7644.337242,7264.860419,7264.860419,WAR
7880.035694,7263.73681,7263.73681,PLD
7598.091196,7263.665551,7263.665551,DRK
7577.063953,7263.432696,7263.432696,PLD
7619.056659,7262.579298,7262.579298,PLD
7420.639562,7261.827839,7261.827839,PLD
8034.841302,7258.56694,7258.56694,DRK
8116.78745,7256.884592,7256.884592,DRK
7484.017571,7255.78576,7255.78576,PLD
8072.580346,7253.023087,7253.023087,DRK
7777.384826,7252.55857,7252.55857,DRK
7717.291436,7251.30078,7251.30078,PLD
7583.176652,7251.121803,7251.121803,PLD
8131.389138,7250.255612,7250.255612,DRK
7999.591895,7249.551421,7249.551421,DRK
7809.330026,7248.931987,7248.931987,DRK
7616.981477,7247.552139,7247.552139,PLD
7566.756951,7246.758411,7246.758411,PLD
7778.087561,7246.722932,7246.722932,DRK
8138.550402,7246.53685,7246.53685,DRK
8152.323732,7246.165584,7246.165584,DRK
