aDPS,rDPS,nDPS,Class
10282.26555,10718.82142,9826.255433,RDM
10381.74138,10716.76286,10124.58813,SMN
10667.45623,10716.72105,10100.32659,SMN
10405.95626,10714.16925,10064.12155,SMN
10830.97662,10711.95156,10097.85975,SMN
10559.83937,10707.85455,10084.77402,SMN
10555.55846,10704.68371,10086.91045,SMN
10873.68364,10700.83152,10087.21266,SMN
10556.80472,10697.81444,10049.63714,SMN
10462.39018,10697.46673,10072.33275,SMN
10895.3587,10697.15106,10056.35607,SMN
10431.69896,10692.78636,10069.29423,SMN
10681.37024,10689.33178,10057.72386,SMN
10601.43723,10687.31954,10065.51472,SMN
10505.65075,10687.2865,10064.20758,SMN
10615.46463,10686.39904,10062.69571,SMN
10455.88214,10680.13919,9818.653067,RDM
10501.62131,10677.57337,10033.84154,SMN
10447.30001,10676.74803,9863.26619,RDM
10900.93799,10675.73474,10059.27298,SMN
10312.94228,10675.69652,9831.259273,RDM
10455.90707,10668.33013,10023.44473,SMN
10485.08754,10663.98941,10036.83401,SMN
10602.08672,10659.8927,10064.73008,SMN
10518.29272,10655.49797,10030.35874,SMN
10745.30594,10654.41937,10068.80009,SMN
10173.14403,10653.74727,9851.480655,RDM
11081.04065,10653.2791,10023.026,SMN
10345.19659,10653.2469,10019.50761,SMN
10468.60794,10652.98182,9986.450904,SMN
10300.57289,10650.7657,9993.104885,SMN
10810.63208,10649.44991,10030.90795,SMN
10276.06054,10649.40025,9934.988846,RDM
10552.20024,10648.86303,10007.09023,SMN
10785.47038,10648.66451,10025.06853,SMN
10711.10793,10646.20011,9995.543491,SMN
10306.45719,10642.4071,9840.772403,RDM
10615.72406,10642.35127,10040.64557,SMN
10251.86996,10641.37611,9792.767486,RDM
10239.63577,10640.29281,9880.445309,RDM
10630.48068,10639.13027,10022.14723,SMN
10183.33747,10635.13011,10056.54698,SMN
10794.14029,10633.43493,10005.94252,SMN
10336.28649,10632.13987,10023.40773,SMN
10227.09485,10631.12418,9818.228499,RDM
10571.01114,10630.10376,10001.55676,SMN
10410.56276,10628.89533,9926.441777,SMN
10316.71857,10624.95263,10038.74095,SMN
9977.287426,10624.76424,9862.659934,RDM
10550.13711,10623.68208,9968.25274,SMN
10436.42405,10622.06951,9962.316848,SMN
10268.74994,10621.99659,9937.267607,SMN
10387.33181,10621.04145,9950.682508,SMN
10378.88505,10617.74679,9973.161506,SMN
10531.74164,10617.68838,9816.264196,RDM
10602.69545,10616.2606,9967.337581,SMN
10263.33491,10614.84714,10026.7565,SMN
10362.98852,10613.55964,9973.914854,SMN
10494.68179,10613.31698,9985.624467,SMN
10559.70578,10612.97813,9986.412942,SMN
10595.48127,10612.64418,10049.07078,SMN
10298.26024,10612.62205,9983.33643,SMN
10378.53304,10612.58798,9992.16942,SMN
10555.02325,10612.27275,10034.37985,SMN
10417.26966,10612.16583,9976.851512,SMN
10559.74698,10611.4252,9948.491589,SMN
10300.51398,10610.04884,9976.35036,SMN
10518.88673,10609.60986,10033.19774,SMN
10376.44411,10609.20766,10021.80127,SMN
9978.438176,10608.2955,9780.720833,RDM
10590.25013,10607.22437,9974.624728,SMN
10838.11997,10606.91395,9945.924348,SMN
10622.10607,10605.48794,9946.734269,SMN
10371.1157,10605.26502,9976.949575,SMN
10546.33838,10604.90968,9984.098484,SMN
10288.93913,10603.86868,9729.145152,RDM
10539.50708,10603.31764,9971.72071,SMN
10550.19597,10602.66614,9706.591997,RDM
10931.40706,10601.52749,9966.758246,SMN
10431.52891,10600.71597,9950.395438,SMN
10480.90223,10597.22644,10013.55455,SMN
10292.43959,10597.15037,9973.532262,SMN
10209.07003,10591.26237,9727.387126,RDM
10285.38624,10588.75029,9805.289663,RDM
10514.35771,10581.26748,9774.074529,RDM
10156.7358,10575.38881,9693.314791,RDM
10178.80383,10567.75037,9843.280794,RDM
10256.60134,10567.17566,9728.324538,RDM
10116.39545,10567.1703,9721.281911,RDM
10367.89272,10566.99395,9804.31212,RDM
10065.16947,10563.0018,9751.461029,RDM
10680.7862,10560.46326,9823.211548,RDM
10061.15092,10558.51455,9761.27383,RDM
10191.67556,10557.95628,9676.914118,RDM
10173.37977,10554.25792,9868.566153,RDM
10533.13572,10551.13628,9828.637326,RDM
10147.17996,10549.35682,9743.209492,RDM
9975.529311,10547.21319,9666.694978,RDM
9892.50625,10545.59114,9777.529163,RDM
10466.65981,10536.83311,9736.382246,RDM
10417.83172,10535.76904,9719.163404,RDM
10450.34986,10533.14811,9773.089794,RDM
9903.669508,10531.75597,9654.191332,RDM
10045.94738,10530.56856,9795.387967,RDM
10056.39569,10530.25839,9694.244044,RDM
10099.91225,10525.02984,9744.384745,RDM
9845.246573,10521.00185,9750.518706,RDM
10008.5411,10520.0138,9765.774731,RDM
10141.62901,10514.19975,9717.712561,RDM
9898.312295,10513.66648,9627.837673,RDM
10036.94973,10510.84886,9678.453243,RDM
10422.14103,10510.51131,9685.963492,RDM
10327.51214,10508.56446,9663.941894,RDM
10098.10697,10507.42424,9668.2333,RDM
10247.55712,10506.97798,9673.680057,RDM
10113.44851,10502.62134,9644.471727,RDM
10029.59161,10501.89879,9660.617104,RDM
9982.086392,10501.43282,9582.114376,RDM
9904.10614,10501.27346,9692.937255,RDM
10055.18562,10499.61588,9676.853818,RDM
10074.94467,10497.58009,9763.659731,RDM
10484.21524,10497.41584,9640.480365,RDM
10014.23252,10494.34148,9605.483113,RDM
10474.6978,10493.40919,9678.732685,RDM
10105.2719,10490.74649,9619.830124,RDM
9871.016906,10488.0506,9588.568665,RDM
10347.93881,10484.31064,9695.619214,RDM
10000.6084,10480.4804,9661.457343,RDM
9930.106251,10480.1648,9618.406778,RDM
9964.354155,10472.72569,9690.870972,RDM
10204.05696,10470.52416,9632.919287,RDM
10084.4313,10469.18805,9691.904333,RDM
10363.38051,10467.27528,9685.093417,RDM
10028.97594,10466.88137,9683.909088,RDM
10083.74733,10466.85679,9574.58198,RDM
10081.4818,10466.00356,9627.918675,RDM
9927.003607,10464.17604,9599.946305,RDM
10192.27555,10459.45876,9605.729009,RDM
10345.13104,10457.24399,9590.049404,RDM
10160.24799,10456.99792,9628.626129,RDM
10100.41298,10456.64128,9613.919063,RDM
10119.86001,10455.68243,9645.836517,RDM
10121.8725,10455.61104,9572.729548,RDM
10151.5698,10453.86558,9631.209683,RDM
10296.77286,10452.63611,9620.305669,RDM
9974.208598,10449.54628,9565.702061,RDM
9896.458091,10447.95809,9597.48481,RDM
10370.49545,10447.79812,9625.131957,RDM
10311.87076,10445.20545,9652.146045,RDM
9975.842536,10444.68807,9593.286646,RDM
10174.12604,10444.42759,9584.767859,RDM
10018.92794,10441.26063,9576.76978,RDM
10221.01095,10440.45576,9544.614998,RDM
10071.32496,10437.87985,9724.196639,RDM
10036.2166,10437.52269,9569.348689,RDM
10099.0576,10437.49808,9658.558318,RDM
11995.97227,11562.71311,11562.71311,BLM
11961.19722,11381.7842,11381.7842,BLM
11781.02851,11344.20318,11344.20318,BLM
11961.75158,11327.81553,11327.81553,BLM
11860.29875,11312.92288,11312.92288,BLM
11810.21225,11311.68209,11311.68209,BLM
11927.66108,11267.23068,11267.23068,BLM
11583.90905,11250.82029,11250.82029,BLM
11757.32621,11226.84708,11226.84708,BLM
