aDPS,rDPS,nDPS,Class
10398.16085,9850.565709,9850.565709,MCH
10359.76549,9849.092827,9849.092827,MCH
10242.46408,9846.489231,9846.489231,MCH
10266.03097,9843.090634,9843.090634,MCH
9994.102934,9835.726811,9835.726811,MCH
10052.38375,9830.195363,9830.195363,MCH
10157.5719,9828.714929,9828.714929,MCH
10134.6122,9828.60338,9828.60338,MCH
10051.31131,9819.70268,9819.70268,MCH
10155.28447,9816.604228,9816.604228,MCH
10157.33229,9815.086715,9815.086715,MCH
10175.14396,9814.462319,9814.462319,MCH
10040.01271,9814.348219,9814.348219,MCH
10010.41397,9809.033026,9809.033026,MCH
10068.39112,9807.684136,9807.684136,MCH
10078.06218,9806.372564,9806.372564,MCH
10154.39041,9804.060056,9804.060056,MCH
10038.32959,9802.884149,9802.884149,MCH
9871.722852,9802.23076,9802.23076,MCH
9964.113478,9797.220188,9797.220188,MCH
10012.35638,9796.026224,9796.026224,MCH
10330.19045,9795.076444,9795.076444,MCH
10006.53663,9793.349453,9793.349453,MCH
10228.86283,9789.985539,9789.985539,MCH
10118.74816,9789.0998,9789.0998,MCH
10035.29253,9788.123719,9788.123719,MCH
10163.13078,9785.751724,9785.751724,MCH
9502.161886,11293.19548,8924.199118,DNC
9454.684231,11192.35806,8966.772493,DNC
9255.001841,11170.79601,8883.790294,DNC
9291.907066,11135.72447,8783.193367,DNC
9720.398496,11133.85458,9018.314001,DNC
9465.932028,11113.26793,8956.912126,DNC
9533.212361,11109.39138,9059.620585,DNC
9156.260318,11067.17432,8902.956032,DNC
9360.365421,11008.57681,8884.137123,DNC
9402.71691,11006.222,8960.919577,DNC
9420.101113,10997.0589,9028.758227,DNC
9238.280723,10986.4782,8879.3821,DNC
9486.233914,10984.81598,9118.58937,DNC
9489.804278,10982.32025,8784.272883,BRD
9333.269623,10981.23067,8976.585275,DNC
9172.328953,10977.6399,8892.085128,DNC
9314.512754,10959.86535,8817.585967,DNC
9539.410942,10959.74739,8924.92076,BRD
9270.219261,10958.96768,8822.020789,DNC
9104.623529,10954.62207,8724.05436,DNC
9307.425586,10952.78874,8888.508289,DNC
8953.788007,10942.02648,8704.714492,DNC
9462.69536,10939.38531,8836.042926,DNC
9460.659403,10922.70073,9116.215485,DNC
9265.841417,10920.9162,9000.398113,DNC
9251.779751,10910.80916,8824.520218,DNC
9250.398301,10910.14993,8733.505634,DNC
9102.840916,10907.86118,8840.714588,DNC
9293.554972,10905.92633,8852.095563,DNC
9370.577897,10904.86826,8776.177055,DNC
9225.685353,10904.58818,8782.790408,DNC
9303.657576,10901.03486,8936.327223,DNC
9494.644626,10897.83127,8970.804372,DNC
9459.707903,10897.1596,8860.868663,DNC
9398.35635,10894.77327,8874.984472,DNC
9355.57529,10889.16033,8838.858057,BRD
9466.852869,10887.1279,8877.393957,DNC
9152.629451,10880.83652,8819.776371,DNC
9256.925483,10874.70753,8762.413325,DNC
9164.871519,10867.76045,8836.366414,DNC
9135.949123,10867.31755,8707.284209,BRD
9302.394741,10863.86562,8750.676179,DNC
9238.653473,10860.98495,8789.661668,DNC
9678.66785,10857.18456,8935.663377,DNC
9360.368013,10855.01148,8738.400703,DNC
9179.561177,10854.53274,8793.593456,DNC
9437.253339,10851.9492,8904.519658,DNC
9142.783838,10849.92421,8693.100559,DNC
9219.66572,10849.62486,8844.203617,DNC
9529.296259,10844.21134,8844.105235,DNC
9421.861427,10841.02671,8860.061614,DNC
9275.458887,10832.0792,8765.683629,DNC
9243.803717,10830.09194,8872.564783,DNC
9086.56452,10829.18404,8742.122618,DNC
8995.012778,10827.03334,8735.27998,DNC
9209.423467,10815.8835,8647.227668,DNC
9516.267201,10815.1441,8896.095151,DNC
9504.155438,10811.69113,8906.176069,BRD
9089.934117,10811.2513,8853.938162,DNC
9022.183899,10808.53271,8740.119031,DNC
9340.798843,10808.34527,8859.292067,DNC
9482.348992,10805.81224,8949.469123,DNC
9530.991849,10801.72764,8827.808621,DNC
9579.676172,10801.37377,8843.400427,BRD
9217.159112,10795.02078,8677.781044,BRD
9398.216666,10791.14884,8686.835387,DNC
9176.00185,10789.87676,8647.081107,DNC
8951.06169,10789.22848,8712.357515,DNC
9131.707829,10787.90569,8864.756903,DNC
9424.748455,10787.8242,8726.934532,BRD
9357.070559,10787.13308,8794.969665,DNC
8951.853125,10786.97007,8718.345486,DNC
9061.391429,10785.28476,8895.243382,DNC
9193.137749,10783.39415,8617.542186,DNC
9613.057885,10782.00949,8906.606867,BRD
9150.208969,10778.09725,8815.730776,DNC
9219.358261,10770.81915,8725.291283,DNC
9280.826753,10769.03915,8737.817292,BRD
9161.245053,10766.55986,8704.187842,BRD
9027.252377,10765.30353,8626.194406,DNC
9164.145832,10763.70791,8792.59407,DNC
9459.746119,10763.70212,8658.606567,DNC
9335.195822,10762.77561,8716.746147,DNC
9096.564881,10761.05723,8694.213722,DNC
9148.53679,10760.91276,8604.921844,DNC
9731.101029,10760.35347,8964.247574,BRD
9275.338145,10756.68217,8659.773772,DNC
8935.445102,10751.78616,8634.366761,DNC
9417.907225,10750.28019,8825.374331,DNC
9254.219019,10748.68467,8759.894038,DNC
9275.845649,10747.17723,8856.481991,BRD
9195.097036,10746.66878,8701.149694,DNC
9335.16474,10744.64666,8807.058309,BRD
9397.730609,10743.51731,8839.503734,DNC
8944.363445,10743.3062,8677.975341,DNC
9314.263565,10743.03886,8784.181807,DNC
9445.529545,10742.6094,8797.613696,DNC
9387.509644,10740.23591,8892.468868,DNC
9263.544736,10739.06698,8579.197143,DNC
9290.791534,10738.06162,8788.092896,DNC
9170.523932,10737.85912,8748.805142,DNC
9248.232983,10737.45469,8820.936954,DNC
9331.952327,10736.11897,8762.557053,DNC
9191.84309,10735.4952,8603.203429,DNC
9198.19346,10734.16976,8653.004594,DNC
9090.247182,10733.63381,8565.608735,DNC
9190.235838,10732.56259,8653.150413,DNC
9290.795306,10732.46399,8673.081335,DNC
9205.001844,10731.93558,8778.593772,DNC
8920.416343,10731.61744,8750.619371,DNC
9355.201937,10725.26654,8714.962022,BRD
8972.045751,10725.10537,8641.040314,DNC
9165.969166,10724.16887,8787.468828,DNC
9096.158309,10723.00656,8590.135118,BRD
9240.335371,10722.57997,8615.587414,DNC
9271.00446,10722.55831,8674.199488,DNC
9331.109892,10719.82069,9004.565598,BRD
9371.238138,10705.41665,8825.225818,BRD
9216.522369,10704.56549,8844.176104,BRD
9300.36289,10699.31197,8835.639071,BRD
9065.609921,10697.83901,8818.289447,BRD
9107.474313,10688.68335,8625.176682,BRD
9200.63921,10687.20357,8879.108891,BRD
9252.450917,10681.13099,8876.249606,BRD
8897.56051,10677.8644,8640.304707,BRD
9076.349866,10676.43262,8746.120743,BRD
9306.331199,10672.51362,8787.712389,BRD
9274.295499,10661.04781,8842.010779,BRD
8964.843781,10654.17396,8589.25143,BRD
9097.028032,10651.58375,8725.062954,BRD
9126.410878,10646.44681,8786.459727,BRD
